"","X","text","stance","sentiment","balanced_train","vader_scores","vader_rep"
"197",197,"RT @tiinagoldstein: hermione, pansy, ginny, and cho all standing up for equality by attending a #WomensMarch 💜 https://t.co/nnlsnSqidw",1,1,0,0.6369,0
"198",198,"Would you not wear one yourself? https://t.co/VHzuDRuFlO",1,0,0,0,0
"199",199,"@ZaidJilani correction https://t.co/4tt6pJP1WE",1,0,0,0,0
"200",200,"RT @CdnWomenMarch: We're excited to have you on board (literally!), Sarah! 🚌💪🇨🇦❤️ https://t.co/uDID1jVblA",1,1,0,0.4559,0.456
"201",201,"@womensmarch Our signs are done! #whyimarch #WomensMarch https://t.co/RerNl70gzz",1,1,0,0,0
"202",202,"RT @kimhearse: @CaptainsLog2017 Oh. My. God. Becky. Look at her sign. #WomensMarch #WomensMarchOnCharlotte https://t.co/L8L5jSNDcv",1,1,0,0.2732,0.273
"203",203,"This. #WomensMarch https://t.co/X9BSrapGf6",1,1,0,0,0
"204",204,"RT @olivercallan: Trump: Thanks bigly for the #WomensMarch on Washington. I've never seen so many beautiful sugarboobies at my front door b…",0,1,1,0.7951,0.795
"205",205,"RT @leahmcelrath: South Carolina is part of the #WomensMarch movement https://t.co/2XWEhcW1cH",1,1,0,0,0
"206",206,"@HillaryClinton @womensmarch You are an Amazing Person! We The People Will Right This Wrong! We Love You! @ToddWadsworth1",1,1,0,0.7392,0.777
"207",207,"As a young woman right now all I have to say is thank you. #WomensMarch",1,1,0,0.3612,0.361
"208",208,"RT @kimfrederi: In honor of our true Pres I changed my FB cover pic &amp; profile pic to these. #WhyWeMarch #AddHerName #WomensMarch #whyIMarch…",1,1,0,0.7184,0.718
"209",209,"RT @ReproRights: ""Keep your filthy laws off my silky drawers."" #WomensMarch https://t.co/b1MISgKSLy",1,0,0,0,0
"210",210,"@PopCrave ✊✊🏻✊🏼✊🏾👧🏾👧🏻👧🏼👧🏽 Our Voices Will be heard! #WomensMarch #WomenWhoHaveInspiredMe https://t.co/aLxSBlDuSQ",1,1,0,0,0
"211",211,"This is a lot more than 500,000 https://t.co/6NCimUvrqJ",1,1,0,0,0
"212",212,".@realDonaldTrump 

Your inaug speech spoke of giving gov't back 2 the ppl. Ystrdy's #WomensMarch began that! Why no acknowledgement from u?",1,0,0,0.126,0.126
"213",213,"This made me sob https://t.co/Dn2hZ1nDzh",1,0,0,-0.25,-0.44
"214",214,"RT @immaris: San Francisco City Hall 

#WomensMarch #WomensMarchSF https://t.co/iDf3bf9hEH",1,1,0,0,0
"215",215,"RT @RitaPanahi: Yay! Let's glorify an instrument of oppression used to subjugate millions of women around the world. #WomensMarch https://t…",0,0,1,0.8122,0.812
"216",216,"Women's rights are human rights. #WhyIMarch ❤
.
.
.

""Each time a woman stands up for herself… https://t.co/VD3T6CbRrj",1,1,0,0.6369,0
"217",217,"#WomenRightsAreHumanRights - Pictures From Women’s Marches Around the World https://t.co/qGGt96wTby #WomensMarch",1,1,0,0,0
"218",218,"@maddow @therealroseanne @Eyes_of_justice ",1,1,0,0,0
"219",219,"Michael Moore is an idiot and an anarchist please realize a New Day Is Here #WomensMarch",0,0,1,-0.25,-0.25
"220",220,"RT @Rothna_Begum: People rallying up for the #womensmarch #london @hrw https://t.co/yQQoFlaeoY",1,1,0,0,0
"221",221,".@AnthonyCumia .@greggutfeld I wnt down 2 local #WomensMarch figure i get some easy #Pussyhat #MAGA",0,1,1,0.4404,0.44
"222",222,"RT @frankgaffney: There is no liberty or freedom of equality for women under Sharia. https://t.co/509fXt2vfv #WomensMarch",0,0,1,-0.7306,-0.731
"223",223,"#wmwyyzbus1 is in Maryland! Stopping for breakfast, then iback on the road to DC. Washington, here we come! #WomensMarch #sistersofthenorth",1,1,0,-0.2924,-0.292
"224",224,"RT @iowemysoul: #tcot Trump didn't ""mock"" them - this picture has nothing to do with his tweet - your tweet is #fakenews and you should sto…",0,0,1,0.3252,0.325
"225",225,"So amazing, Connie!!!! https://t.co/SCvGeoKBIo",1,1,0,0.74,0.74
"226",226,"RT @NC5_JKnutson: The pedestrian bridge is filled with people watching the rally and getting ready for the march. #WomensMarch @NC5 https:/…",1,1,0,0.3612,0.361
"227",227,"TODAY at 4:00 EST TELEPRESSER -Why Environmental Groups Are Joining #WomensMarch w/ WECAN, @ggjalliance, @sierraclub https://t.co/TFarL58bhN",1,1,0,0,0
"228",228,"RT @JulietteBurton: For my sisters before me. For sisters who'll come after me. For sisters&amp;brothers I stand by now in solidarity #whyIMarc…",1,1,0,0.296,0.296
"229",229,"RT @womensmarch: @adhikaar Thanks for being here! We're marching with you! #WhyIMarch",1,1,0,0.5399,0.54
"230",230,"The #WomensMarch makes me so happy to see women still fighting. We've been fighting since Flappers and we still fight on! 
1913 - 2017 https://t.co/c77pHxiRon",1,1,0,-0.2848,-0.44
"231",231,"RT @ETCanada: Watch @AshleyJudd's #NastyWoman poem at #WomensMarch in DC https://t.co/AthwNatEet https://t.co/9EftmjOfW7",1,1,0,0,0
"232",232,"Thank you, Phyllis. @METUPorg https://t.co/ua4osmaKMb",1,1,1,0.3612,0.361
"233",233,"RT @medeabenjamin: .@MayorBowser @ #WomensMarch says dc needs representation in Congress.",1,0,0,0,0
"234",234,"He's learning: Eat all the ice cream, stand up for women's right. #balancededucation #womensmarch #TaoOfGarrBear https://t.co/5a6ZEr3TyQ",1,1,0,0,0
"235",235,"RT @Sifill_LDF: Members of our staff holding it down in NY. #WomensMarch  https://t.co/l1mG53urXw",1,1,0,0,0
"236",236,"RT @realworldrj: @kevinmkruse There was one in Slovenia! We’re with you too https://t.co/EJFxlCSAkL",1,1,0,0,0
"237",237,"RT @soIares: #WomensMarch some of my favorites from today https://t.co/1qgWb6B5N8",1,1,0,0.4215,0.421
"238",238,"Could not be more excited that me, my Mom, my Dad, and my Uncle are going to Downtown LA to March #WomensMarch",1,1,1,-0.3078,-0.308
"239",239,"RT @seekhaven: The latest The Seekhaven  Daily! https://t.co/FaqFBW6QSl Thanks to @thangel77 @Childhelp @utahpolitics #womensmarch #utah",1,1,1,0.4926,0.493
"240",240,"Ran 16 miles through this beautiful city this AM. It is alive and electric with love, hope and unity #WomensMarch #dc",1,1,0,0.9363,0.927
"241",241,"YES LADIES https://t.co/CIjdFNqS73",1,1,0,0.5319,0.532
"242",242,"March on #america #womensmarch https://t.co/sZynt4plgF",1,1,1,0,0
"243",243,"Pictures From Women’s Marches Around the World https://t.co/E5WMjYKsob #womensmarch #womensmarchChi",1,1,0,0,0
"244",244,"RT @abowersock: Consider the coverage of the feel good story #womensmarch and how many corporate politicians were involved

Now consider #n…",0,1,1,0.4404,0.44
"245",245,"Thank you #WomensMarch for hope creativity and inspiration on America's darkest day in a long time - reminding us that this is far from over",1,1,0,0.802,0.802
"246",246,"RT @Rasa171a: #Breakingnews 19 Saudi airstrikes hit #Yemen #Now 

#WomensMarch 
#HappySunday 
#ProtestTrump &gt;&gt; #YemenIsBleeding #THINK&gt;&gt;🇾🇪@…",0,0,1,0,0
"247",247,"RT @juIiancarstairs: madonna told donald trump to suck a dick on live television. not all heroes wear capes #WomensMarch",1,0,0,-0.8361,-0.836
"248",248,"I love this so much ❤🇺🇸 https://t.co/o5B0KtBEdK",1,1,1,0.6369,0.637
"249",249,"I can't join a #WomensMarch today, sadly. But I'm taking inspiration from others who have suggested donating the price of a train ticket (1)",1,1,0,0.5033,0.503
"250",250,"Just awesome ❤️❤️❤️ https://t.co/CfIIVcY53l",1,1,0,0.6249,0.625
"251",251,"RT @KRProthro: @womensmarch HRC attended the Inauguration because that's what adults do. You guys could use a little of that.#addhername",1,1,0,0,0
"252",252,"RT @LMplusG: Throughout the election, media asked, where is ""enthusiasm"" for Hillary? You saw it on display today. #WomensMarch #ImWithHer",1,1,1,0.4404,0.44
"253",253,"RT @jenanderson33: Anyone going to Women's March on Main tomorrow? #WomensMarch #womensmarchonmain https://t.co/0BadzeyaVE",1,1,0,0,0
"254",254,"RT @sisterhooduk: @piersmorgan Pic of women marches emasculating the London Underground  grabbing penis as they go I thought you should kno…",0,0,1,0,0
"255",255,"RT @mhmck: To distract from #WomensMarch success, Putin's Useful Idiot Trump insulted the CIA and the White House press corp. https://t.co/…",1,0,0,-0.296,-0.296
"256",256,"We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https://t.co/3g5t5RPdto",1,1,0,0,0
"257",257,"Antarctica. https://t.co/TyYHXgFxrW",1,1,0,0,0
"258",258,"RT @21magz: Women are powerful AF https://t.co/gIH9WiWKXa",1,1,0,0.4215,0.421
"259",259,"#WhyIMarch #womensrightsarehumanrights #mybodymychoice #womensmarch @ The Capitol, Washington D.C. https://t.co/YYSTQbTYcX",1,1,0,0,0
"260",260,"We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https://t.co/UV7HndNnF0",1,1,0,0,0
"261",261,"RT @aos_biospec: @mingna_wen  : Peaceful, powerful, people. #democracy #womensmarch #AgentsofSHIELD https://t.co/Z0pqXF7LzJ",1,1,0,0.7184,0.718
"262",262,"@RawkinsLizzie did I not tell you just day 2 https://t.co/gp3m9GTJNI #WomensMarch",1,1,0,0,0
"263",263,"RT @RitaPanahi: Had a similar reaction to Drake after hearing her speech today. 😷 
#WomensMarch https://t.co/NRDdbmWKNk",1,1,0,0,0
"264",264,"RT @zokiplz: Pretty sure women gained the right to vote by marching w/out working with the POTUS &amp; a republican controlled house but keep t…",1,1,1,0.5499,0.55
"265",265,"RT @karlamosley: 600 gatherings, 60 countries. #cellphonefreesunday #WomensMarch #MarchOn #AllAreWelcome

https://t.co/sEBEZ11HKG https://t…",1,1,0,0,0
"266",266,"RT @arian0027: This is REAL women's rights looks like... thank you @KellyannePolls for your fight with grace and dignity. #WomensMarch http…",0,1,1,0.7845,0.785
"267",267,"RT @BethW_NoTrump: My sister is in there! (somewhere) https://t.co/xwtIu8wVp5",1,1,0,0,0
"268",268,"RT @MeghanAnomaly: New Jersey @MomsDemand volunteers are READY for the @womensmarch and to #EndGunViolence! #WhyIMarch #DisarmHate #njleg h…",1,1,1,0.5461,0.546
"269",269,"RT @AynRandPaulRyan: Yes. In the end, who cares whose crowd is bigger? What matters is that Trump and his spokesman are liars. #TheResistan…",1,0,0,0.34,0.34
"270",270,"RT @Sophie1Reynolds: Proud to be a woman everyday, but especially today #womensmarch https://t.co/RAlxDJTPVl",1,1,0,0.2617,0.262
"271",271,"""@IMKristenBell Proud of the #WomensMarch for staying peaceful today which is always the goal. Angry&amp; violent protestors accomplish nothing"" https://t.co/feSugOZ1i7",1,1,0,0.6369,0.637
"272",272,"If the #WomensMarch left you inspired, why not donate? Some examples: @PPact, @ACLU, @SierraClub, @WWF, @splcenter, and @NAACP.",1,1,1,0.4939,0.494
"273",273,"Doh! Bet 🍊wishes he drew large crowds. https://t.co/vjnyRVRB15",1,1,0,0,0.224
"274",274,"Some of my favorite #signs at today's #womensmarchonwashington #womensmarch https://t.co/ra8c10gR8K",1,1,0,0.4588,0.459
"275",275,"Here's some facts: you're an alt-right White Supremacist, you spread fake news that almost got innocents killed &amp; you're a whole bitch. https://t.co/QZeTBZZBHk",1,0,0,-0.8694,-0.869
"276",276,"Let's continue the march through action!  #WomansMarch https://t.co/uKoHhHKlej @AFTunion @OFTadvocate @Kdalton250 @dg4bg #RiseUp #MENofWM",1,1,0,0,0
"277",277,"What folks should get in this pic: They have spent up to millions to remake Michigan into a right-wing wasteland. https://t.co/VRVUR2xXiF",1,0,0,0,0
"278",278,"They crowd the Mall while in #Delhi we crowd the malls @bainjal https://t.co/5zCPCQVU8z",1,1,1,0,0
"279",279,"RT @begjani51: @realDonaldTrump Ist Executive order: Raising mortgage payments for low and middle income homeowners. #WomensMarch 

https:/…",1,1,0,-0.2732,-0.273
"280",280,"#WomensMarch around the nation! https://t.co/wTg2QXefnX",1,1,0,0,0
"281",281,"Cities around the world protest Trump. Here in NYC, women and men of all colors are united for the #WomensMarch https://t.co/m41zsSeBwm",1,1,0,0.2023,0.202
"282",282,"@RealJamesWoods @womensmarch LOL yeah how does it go? Nasty women 😂",1,0,0,0.6166,0.399
"283",283,"Who cares! The constitution doesn't protect ones right not to be offended it protects one rights to be offensive! Get over it granny!!! https://t.co/OSnl6s9Fop",0,0,1,0.4632,0.463
"284",284,"@WhiteHouse @realDonaldTrump @POTUS why don't you acknowledge heart, fight &amp; spirit of the millions who took part in the #WomensMarch today",1,1,0,-0.6449,-0.226
"285",285,"PEACEFUL MARCH NOT CALLED OFF  #WomensMarch #WomensMarchChi https://t.co/OYf7wb5WuG",1,0,0,0.6037,0.604
"286",286,"RT @vanndit1: Maybe I'm a wimp, but 2 groups I would avoid collectively pissing off are women and the CIA. Seems dangerous. #trump #CIA #Wo…",1,0,0,-0.9042,-0.904
"287",287,"RT @nnaidycul: my neck, my back, my pussy grabs back #WomensMarch https://t.co/whQ7bL6HiI",1,1,0,0,0
"288",288,"Absolutely amazing. #womensmarch https://t.co/758RLNZDsQ",1,1,0,0.624,0.624
"289",289,"@MonaB2010 @teenagesleuth @womensmarch Not true!",1,0,0,-0.3867,-0.387
"290",290,"So cld it be said tht th ""#WomensMarch "" ws sponsored by th Muslim Brotherhood nd Hamas. Abortion exponentially helps Islam. #tcot #maga https://t.co/L1lvV8dU0B",0,0,1,0.3818,0.382
"291",291,"RT @ish10040: ""Trump Supporters Expose the Hypocrisy of the #WomensMarch"" https://t.co/K223cmpwNM #alist  #feedly a",0,0,1,0.3182,0.318
"292",292,"AMAZING https://t.co/lnyKROW3HN",1,1,0,0.6739,0.674
"293",293,"Nice job today! But please don't call your movement just another Tea Party, REALLY get his attention, call it a Pee Party. #WomensMarch",1,1,0,0.9051,0.905
"294",294,"RT @SarahO_Connell: Breathtaking scenes of solidarity at #WomensMarch  events around the world today! 💕🌎👬👫👬

#LoveTrumpsHate #WomensMarchLo…",1,1,0,0.8687,0.67
"295",295,"RT @thenarobinson: Angela Davis quoting Ella Baker, ""We who believe in freedom cannot rest until it comes."" #WomensMarch",1,1,0,0.6369,0.637
"296",296,"#NewYorkers Pitch In to Aid the #WomensMarch https://t.co/D6U0Ch2rFZ #LoveWins #WomensMarchonDC #Design https://t.co/aSYxmPjo2j",1,1,0,0,0
"297",297,"@CNN @nbc @CBS @MSNBC @FoxNews Lets see who actually shows this NEWS https://t.co/BBhaulkbJp",1,1,0,0,0
"298",298,"It takes a lot to get me to wear pink.  Thanks #WomensMarch https://t.co/7my2A4khEw",1,1,1,0.4404,0.44
"299",299,"The lowest recorded amount of sandwiches in the U.S. was made today. #WomensMarch #HistoryHasItsEyesOnYou #History",0,0,1,-0.3818,-0.382
"300",300,"RT @MichaelDoyle10: Californians joined in the big DC #WomensMarch, https://t.co/2EXpZ6xrqb",1,1,0,0,0
"301",301,"@GloriaAllred @womensmarch @YouTube no thanks..pathetic...",1,0,0,-0.296,-0.296
"302",302,"RT @VOLSMama1976: #WomensMarch was amazing but don't forget: the work goes far beyond today. Vote locally, in 2018 &amp; 2020. VOTE! VOTE! VOTE…",1,1,0,0.6102,0.61
"303",303,"RT @InterstellRaven: Holy shit, ANCHORAGE! https://t.co/QwD4IGNK7E",1,1,1,-0.5983,-0.598
"304",304,"So... has FGM become a liberating practice? How about abject subervience to male relatives? https://t.co/WYPdJcVysK",0,0,1,0,0
"305",305,"RT @chadashworth: Pics after #TrumpInauguration &amp; after the nasty #WomensMarch #WomensMarchOnWashington #WomensMarchStatistics https://t.co…",1,1,1,-0.5574,-0.557
"306",306,"This. https://t.co/4rXhkOKfex",1,1,0,0,0
"307",307,"RT @rosiecip: Yesterday I stood at a corner w/ @SpeakerRyan's address screaming ""write a letter"" and I've never felt more powerful in my li…",1,1,0,-0.6308,-0.631
"308",308,"Wey to go medoner https://t.co/G0xazJn3RI",1,1,0,0,0
"309",309,"RT @xEmmaReadx: Standing together #womensmarch #tostrong #lovelondon #thisiswhatfeminismlookslike… https://t.co/dpvBS1LFth",1,1,0,0,0
"310",310,"RT @mizzy_103: Ron Fucking Swanson https://t.co/wiN0TZw591",1,0,0,0,0
"311",311,"#protestsigns #WomensMarch #strongereveryday #yeswecan #thisiswhatdemocracylookslike We will NOT B silenced! #RESISTANCE https://t.co/fqfyVwugzZ",1,1,0,0,0
"312",312,"RT @ernestopriego: The #womensmarch around the world offers an excellent case study of why copyright law as often enforced does not reflect…",1,1,0,0.5719,0.572
"313",313,"RT @adetaiootus: True talk my brother https://t.co/5IXsk2AM1S",1,1,1,0.4215,0.421
"314",314,"My latest for @npquarterly on the @womensmarch- t-minus 11 days until a new coalition makes their voices heard: https://t.co/16y1ZRFXDg",1,1,1,0,0
"315",315,"I love it when i opened my twitter and people tweeted a lot about #WomensMarch .",1,1,0,0.6369,0.637
"316",316,"RT @goladygo45: Tell me again how this #WomensMarch was about the betterment of women. https://t.co/DX5K6nP2vh",0,1,1,0,0
"317",317,"RT @nakisnakis: It requires us to break out of our comfort zones and be confrontational. --@janetmock #womensmarch",1,0,0,-0.0258,-0.026
"318",318,"RT @sarahlyonsinc: But only if you are Black, Muslim, Hispanic and pro choice. 

#WomensMarch https://t.co/PzUDShBijp",0,1,1,0,0
"319",319,"@womensmarch Couldn't be in DC but we represented in St. Pete. It was beautiful and peaceful and loud. #WomensMarch #Indivisible https://t.co/xNYgV6XoGs",1,1,0,0.8922,0.892
"320",320,"RT @UniteWomenME: #WomensMarch Hillary Clinton was the first ever female nominee of a major US party, and she should be recognized. #AddHer…",1,1,0,0.4549,0.455
"321",321,"10 action 100 days!  https://t.co/NrhQfiu3jL",1,1,1,0,0
"322",322,"I love you Los Angeles.  You blow me away. https://t.co/TU5daar355",1,1,0,0.6369,0.637
"323",323,"RT @tanzinavega: One woman just told me ""CNN keep doing what you're doing. Stay on top of this"" We will. #WomensMarch",1,1,1,0.2023,0.202
"324",324,"RT @maxfraserdesign: Men of quality do not fear equality #WomensMarch",1,1,0,0.3875,0.388
"325",325,"@womensmarch THAT, women, is the REAL patriarchy: you are a happy partner n the dumbing-down of women and stripping us of our autonomy.",0,0,1,0.5719,0.572
"326",326,"My bra just broke... seems appropriate on a day like today #WomensMarch",1,1,0,-0.0772,-0.077
"327",327,"bruh https://t.co/na7LGmdgzm",1,1,0,0,0
"328",328,"RT @Rebeccarivas: ""It is time to stop being complacent."" #WhyWeMarch @MariaChappelleN @de_nichols #WomensMarch #womensmarchstl https://t.co…",1,0,1,-0.3612,-0.361
